2389		15	Charlottenburg-	Westend	zw. Glockenturmstr./ Schirwindter Allee		W	1,0	940	W	1,0	1.200	
""			Wilmersdorf										
1588		23	Charlottenburg-	Schmargendorf	Elsterplatz / Reichenhaller Str. /	G	W	1,0	980	W	1,0	1.300	
""			Wilmersdorf		Heiligendammer Str.								
1581		16/17	Mitte	Hansaviertel	Klopstockstr. / Bartningallee	G	W	1,0	1.200	W	1,0	2.000	
1593		29	Steglitz-Zehlendorf	Zehlendorf	Mexikoplatz	G	W	1,0	1.200	W	1,0	1.600	
GFZ	1,2												
1558		41	Treptow-Köpenick	Altglienicke	Siedlung Wegedorn	M	W	1,2	260	W	1,2	350	
1597		9	Spandau	Hakenfelde	Aalemannufer / Hakenfelde	M	W	1,2	270	W	1,2	350	
1554		19	Marzahn-Hellersdorf	Marzahn	östl. Blumberger Damm / nördl.Eisenacher	M	W	1,2	270	W	1,2	350	
""					Str.								
1629		30/38	Steglitz-Zehlendorf	Lichterfelde	Celsiusstr. / Fahrenheitstr. /	E	W	1,2	340	W	1,2	450	
""					Thermometersiedlung								
2388		12/18	Pankow	Prenzlauer Berg	nördl. Michelangelostr.		W	1,2	340	W	1,2	550	
1603		39	Tempelhof -	Marienfelde	Hildburghauser Str /Tirschenreuther Ring .	M/E	W	1 2 ,	340	W	1 2 ,	450	Änderung der BRW-Zone
""			Schöneberg										
1144		18/19/25	Lichtenberg	Friedrichsfelde	Alt-Friedrichsfelde / Am Tierpark	E/M	W	1,2	340	W	1,2	450	
1610		14	Spandau	Staaken	östl. Gärtnereiring	M	W	1,2	340	W	1,2	450	
1606	10	Spandau	Siemensstadt	Saatwinkler Damm / Rohrdamm	E	W	1,2	380	W	1,2	500	
1574	25/32	Treptow-Köpenick	Baumschulenweg	beiders. Baumschulenstr.	M	W	1,2	390	W	1,2	500	
1587	18	Pankow	Prenzlauer Berg	Oleanderstr.	M	W	1,2	400	W	1,2	650	
1560	12/18	Pankow	Prenzlauer Berg	Storkower Str. / südl. Michelangelostr.	M/E	W	1,2	400	W	1,2	650	
1635	16	Spandau	Siemensstadt	Quellweg / Goebelstr .	M/E	W	1 2 ,	440	W	1 2 ,	550	Änderung der BRW-Zone
1605	25	Treptow-Köpenick	Plänterwald	Am Treptower Park / Herkomerstr.	M	W	1,2	470	W	1,2	700	
1217	33	Treptow-Köpenick	Grünau	Regattastr. / Lahmertstr.	G	W	1,2	500	W	1,2	650	
1102	25	Friedrichshain-	Friedrichshain	Alt-Stralau / Krachtstr.	M/E	W	1,2	520	W	1,2	800	
""		Kreuzberg										
2089	25	Friedrichshain-	Friedrichshain	südl. Alt-Stralau	G	W	1,2	600	W	1,2	1.200	
""		Kreuzberg										
1636	16/17	Mitte	Hansaviertel	Lessingstr. / Flensburger Str.	G/M	W	1,2	650	W	1,2	1.000	
1614	17	Mitte	Mitte	Karl-Marx-Allee / Berolinastr.	M	W	1,2	690	W	1,2	1.100	
1641	16	Charlottenburg-	Westend	nördl. Steubenplatz / beiders. Reichsstraße	G	W	1,2	910	W	1,2	1.200	
""		Wilmersdorf										
1648	16	Charlottenburg-	Westend	südl. Steubenplatzes / beiders. Reichsstraße	G	W	1,2	1.100	W	1,2	1.800	
""		Wilmersdorf										
1650	17	Mitte	Tiergarten	Rauchstr. / südl. Thomas-Dehler-Str.	G	W	1,2	2.000	W	1,2	3.000	
1268		18	Lichtenberg	Lichtenberg Frankfurter Allee / Schulze-Boysen-Str.		E/M	W	1,3	340	W	1,3	450	
1665		15	Spandau	Staaken Obstallee		E	W	1,3	350	W	1,3	450	
1035		18	Lichtenberg	Fennpfuhl Landsberger Allee / Karl-Lade-Str./ Storkower		M	W	1,3	350	W	1,3	450	
""				Str.									
1657		8/9	Spandau	Falkenhagener Feld Falkenseer Chaussee / Kraepelinweg		M	W	1,3	360	W	1,3	450	
1660		9	Spandau	Falkenhagener Feld Im Spektefeld / Paul-Gerhardt-Ring		M	W	1,3	360	W	1,3	450	
1671		31	Tempelhof-	Mariendorf Hundsteinweg / Hausstockweg		M	W	1,3	440	W	1,3	550	
""			Schöneberg										
1676		15	Charlottenburg-	Westend Glockenturmstr.		G	W	1,3	790	W	1,3	1.000	
""			Wilmersdorf										
GFZ	1,5												
2397		24/31	Tempelhof-	Schöneberg nördl. Eythstr., westl. Bessemer Str.			W	1,5	0	W	1,5	900	neue BRW-Zone, vorher 1915 bzw.
""			Schöneberg										1965
1619		19	Lichtenberg	Friedrichsfelde Alt-Friedrichsfelde / Gensinger Str.		M	W	1,5	330	W	1,5	500	
1681		40	Neukölln	Rudow Waltersdorfer Chaussee / Rudower Felder		M/E	W	1,5	340	W	1,5	500	
1625		32	Treptow-Köpenick	Niederschöneweide Schnellerstr. / Fennstr.		E/M	W	1,5	350	W	1,5	550	
2071		32	Treptow-Köpenick	Niederschöneweide Brückenstr.		E	W	1,5	350	W	1,5	550	
2288		18	Lichtenberg	Lichtenberg Vulkanstr /Rutnikstr .		M/E	W	1 5 ,	350	W	1 5 ,	550	Änderung der BRW-Zone
1626		33	Treptow-Köpenick	Köpenick Müggelheimer Str. / Luisenstr. /		M/E	W	1,5	350	W	1,5	550	
""				Dorotheenstr. / Kietz									
2291	25/26/32/33	Treptow-Köpenick	Oberschöneweide Wilhelminenhofstraße		M	W	1,5	350	W	1,5		550	
2350	18/25	Lichtenberg	Rummelsburg nördl. Nöldnerstr./Tucholiaplatz			W	1,5	350	W	1,5		650	
1685	39	Tempelhof-	Marienfelde Tirschenreuther Ring		E	W	1,5	380	W	1,5		600	
""		Schöneberg											
2211	33	Treptow-Köpenick	Köpenick Freiheit / Kirchstr. / Altstadt		M	W	1,5	390	W	1,5		650	
1668	18	Lichtenberg	Alt- Ferdinand-Schultze-Str. / Arendsweg		M	W	1,5	400	W	1,5		600	
""			Hohenschönhausen										
1638	25/26/33	Treptow-Köpenick	Oberschöneweide An der Wuhlheide / Zeppelinstr. /		M/E	W	1,5	400	W	1,5		600	
""			Weiskopfstr./nördl. Siemens-Allee, Tabbertstr.										
1644	26/33	Treptow-Köpenick	Köpenick Mandrellaplatz/ Friedrichshagener Straße		M	W	1,5	430	W	1,5		650	
1647	33	Treptow-Köpenick	Köpenick Flemmingstr. / Gutenbergstr. / Spindlersfeld		M	W	1,5	440	W	1,5		700	
2060	9/15	Spandau	Haselhorst Pulvermühlenweg		M	W	1,5	460	W	1,5		750	
2199	18	Pankow	Prenzlauer Berg Eldenaer Str./ENT Alter Schlachthof		M/E	W	1,5	490	W	1,5		800	
2208													
1654	11/12/18	Pankow	Weißensee westl. des Mirbachplatzes / Charlottenburger		E/M	W	1 5 ,	500	W	1 5 ,	1 000 .		Änderung der BRW-Zone
""			Str. / Langhansstr										
